old_url,document_series_1
http://www.decc.gov.uk/publications/?scrape2_row=107,
http://www.decc.gov.uk/publications/?scrape2_row=108,
http://www.decc.gov.uk/publications/?scrape2_row=109,
http://www.decc.gov.uk/publications/?scrape2_row=110,
http://www.decc.gov.uk/publications/?scrape2_row=111,
http://www.decc.gov.uk/publications/?scrape2_row=112,
http://www.decc.gov.uk/publications/?scrape2_row=113,
http://www.decc.gov.uk/publications/?scrape2_row=114,
http://www.decc.gov.uk/publications/?scrape2_row=115,
http://www.decc.gov.uk/publications/?scrape2_row=116,
http://www.decc.gov.uk/publications/?scrape2_row=117,
http://www.decc.gov.uk/publications/?scrape2_row=118,
http://www.decc.gov.uk/publications/?scrape2_row=119,
http://www.decc.gov.uk/publications/?scrape2_row=120,
http://www.decc.gov.uk/publications/?scrape2_row=121,
http://www.decc.gov.uk/publications/?scrape2_row=122,
http://www.decc.gov.uk/publications/?scrape2_row=123,
http://www.decc.gov.uk/publications/?scrape2_row=124,
http://www.decc.gov.uk/publications/?scrape2_row=125,
http://www.decc.gov.uk/publications/?scrape2_row=126,
http://www.decc.gov.uk/publications/?scrape2_row=127,
http://www.decc.gov.uk/publications/?scrape2_row=128,
http://www.decc.gov.uk/publications/?scrape2_row=129,
http://www.decc.gov.uk/publications/?scrape2_row=130,
http://www.decc.gov.uk/publications/?scrape2_row=131,
http://www.decc.gov.uk/publications/?scrape2_row=132,
http://www.decc.gov.uk/publications/?scrape2_row=133,
http://www.decc.gov.uk/publications/?scrape2_row=134,
http://www.decc.gov.uk/publications/?scrape2_row=135,
http://www.decc.gov.uk/publications/?scrape2_row=136,
http://www.decc.gov.uk/publications/?scrape2_row=137,
http://www.decc.gov.uk/publications/?scrape2_row=138,
http://www.decc.gov.uk/publications/?scrape2_row=139,
http://www.decc.gov.uk/publications/?scrape2_row=140,
http://www.decc.gov.uk/publications/?scrape2_row=141,
http://www.decc.gov.uk/publications/?scrape2_row=142,
http://www.decc.gov.uk/publications/?scrape2_row=143,
http://www.decc.gov.uk/publications/?scrape2_row=144,
http://www.decc.gov.uk/publications/?scrape2_row=145,
http://www.decc.gov.uk/publications/?scrape2_row=146,
http://www.decc.gov.uk/publications/?scrape2_row=147,
http://www.decc.gov.uk/publications/?scrape2_row=148,
http://www.decc.gov.uk/publications/?scrape2_row=149,
http://www.decc.gov.uk/publications/?scrape2_row=150,
http://www.decc.gov.uk/publications/?scrape2_row=151,
http://www.decc.gov.uk/publications/?scrape2_row=152,
http://www.decc.gov.uk/publications/?scrape2_row=153,
http://www.decc.gov.uk/publications/?scrape2_row=154,
http://www.decc.gov.uk/publications/?scrape2_row=155,
http://www.decc.gov.uk/publications/?scrape2_row=156,
http://www.decc.gov.uk/publications/?scrape2_row=157,
http://www.decc.gov.uk/publications/?scrape2_row=158,energy-bill
http://www.decc.gov.uk/publications/?scrape2_row=159,
http://www.decc.gov.uk/publications/?scrape2_row=160,energy-bill
http://www.decc.gov.uk/publications/?scrape2_row=161,energy-bill
http://www.decc.gov.uk/publications/?scrape2_row=162,
http://www.decc.gov.uk/publications/?scrape2_row=163,
http://www.decc.gov.uk/publications/?scrape2_row=164,
http://www.decc.gov.uk/publications/?scrape2_row=165,
http://www.decc.gov.uk/publications/?scrape2_row=166,
http://www.decc.gov.uk/publications/?scrape2_row=167,
http://www.decc.gov.uk/publications/?scrape2_row=168,
http://www.decc.gov.uk/publications/?scrape2_row=169,
http://www.decc.gov.uk/publications/?scrape2_row=170,
http://www.decc.gov.uk/publications/?scrape2_row=171,
http://www.decc.gov.uk/publications/?scrape2_row=172,
http://www.decc.gov.uk/publications/?scrape2_row=173,
http://www.decc.gov.uk/publications/?scrape2_row=174,
http://www.decc.gov.uk/publications/?scrape2_row=175,
http://www.decc.gov.uk/publications/?scrape2_row=176,
http://www.decc.gov.uk/publications/?scrape2_row=177,
http://www.decc.gov.uk/publications/?scrape2_row=178,
http://www.decc.gov.uk/publications/?scrape2_row=179,
http://www.decc.gov.uk/publications/?scrape2_row=180,
http://www.decc.gov.uk/publications/?scrape2_row=181,
http://www.decc.gov.uk/publications/?scrape2_row=182,
http://www.decc.gov.uk/publications/?scrape2_row=183,
http://www.decc.gov.uk/publications/?scrape2_row=184,
http://www.decc.gov.uk/publications/?scrape2_row=185,
http://www.decc.gov.uk/publications/?scrape2_row=186,
http://www.decc.gov.uk/publications/?scrape2_row=187,
http://www.decc.gov.uk/publications/?scrape2_row=188,
http://www.decc.gov.uk/publications/?scrape2_row=189,
http://www.decc.gov.uk/publications/?scrape2_row=190,
http://www.decc.gov.uk/publications/?scrape2_row=191,
http://www.decc.gov.uk/publications/?scrape2_row=192,
http://www.decc.gov.uk/publications/?scrape2_row=193,
http://www.decc.gov.uk/publications/?scrape2_row=194,
http://www.decc.gov.uk/publications/?scrape2_row=195,
http://www.decc.gov.uk/publications/?scrape2_row=196,
http://www.decc.gov.uk/publications/?scrape2_row=197,
http://www.decc.gov.uk/publications/?scrape2_row=198,
http://www.decc.gov.uk/publications/?scrape2_row=199,
http://www.decc.gov.uk/publications/?scrape2_row=200,
http://www.decc.gov.uk/publications/?scrape2_row=201,
http://www.decc.gov.uk/publications/?scrape2_row=202,
http://www.decc.gov.uk/publications/?scrape2_row=203,fossil-fuel-price-projections
http://www.decc.gov.uk/publications/?scrape2_row=204,fossil-fuel-price-projections
http://www.decc.gov.uk/publications/?scrape2_row=205,fossil-fuel-price-projections
http://www.decc.gov.uk/publications/?scrape2_row=206,energy-generation-cost-projections
http://www.decc.gov.uk/publications/?scrape2_row=207,energy-generation-cost-projections
http://www.decc.gov.uk/publications/?scrape2_row=208,energy-generation-cost-projections
http://www.decc.gov.uk/publications/?scrape2_row=209,energy-generation-cost-projections
http://www.decc.gov.uk/publications/?scrape2_row=210,energy-generation-cost-projections
http://www.decc.gov.uk/publications/?scrape2_row=211,energy-and-emissions-projections
http://www.decc.gov.uk/publications/?scrape2_row=212,energy-and-emissions-projections
http://www.decc.gov.uk/publications/?scrape2_row=213,total-energy-statistics
http://www.decc.gov.uk/publications/?scrape2_row=214,total-energy-statistics
http://www.decc.gov.uk/publications/?scrape2_row=215,total-energy-statistics
http://www.decc.gov.uk/publications/?scrape2_row=216,coal-statistics
http://www.decc.gov.uk/publications/?scrape2_row=217,oil-statistics
http://www.decc.gov.uk/publications/?scrape2_row=218,total-energy-statistics
http://www.decc.gov.uk/publications/?scrape2_row=219,total-energy-statistics
http://www.decc.gov.uk/publications/?scrape2_row=220,coal-statistics
http://www.decc.gov.uk/publications/?scrape2_row=221,coal-statistics
http://www.decc.gov.uk/publications/?scrape2_row=222,oil-statistics
http://www.decc.gov.uk/publications/?scrape2_row=223,oil-statistics
http://www.decc.gov.uk/publications/?scrape2_row=224,gas-statistics
http://www.decc.gov.uk/publications/?scrape2_row=225,gas-statistics
http://www.decc.gov.uk/publications/?scrape2_row=226,gas-statistics
http://www.decc.gov.uk/publications/?scrape2_row=227,gas-statistics
http://www.decc.gov.uk/publications/?scrape2_row=228,gas-statistics
http://www.decc.gov.uk/publications/?scrape2_row=229,electricity-statistics
http://www.decc.gov.uk/publications/?scrape2_row=230,electricity-statistics
http://www.decc.gov.uk/publications/?scrape2_row=231,electricity-statistics
http://www.decc.gov.uk/publications/?scrape2_row=232,electricity-statistics
http://www.decc.gov.uk/publications/?scrape2_row=233,feed-in-tariff-statistics
http://www.decc.gov.uk/publications/?scrape2_row=234,feed-in-tariff-statistics
http://www.decc.gov.uk/publications/?scrape2_row=235,feed-in-tariff-statistics
http://www.decc.gov.uk/publications/?scrape2_row=236,feed-in-tariff-statistics
http://www.decc.gov.uk/publications/?scrape2_row=237,feed-in-tariff-statistics
http://www.decc.gov.uk/publications/?scrape2_row=238,feed-in-tariff-statistics
http://www.decc.gov.uk/publications/?scrape2_row=239,renewables-statistics
http://www.decc.gov.uk/publications/?scrape2_row=240,renewables-statistics
http://www.decc.gov.uk/publications/?scrape2_row=241,renewables-statistics
http://www.decc.gov.uk/publications/?scrape2_row=242,renewables-statistics
http://www.decc.gov.uk/publications/?scrape2_row=243,renewables-statistics
http://www.decc.gov.uk/publications/?scrape2_row=244,renewables-statistics
http://www.decc.gov.uk/publications/?scrape2_row=245,combined-heat-and-power-statistics
http://www.decc.gov.uk/publications/?scrape2_row=246,combined-heat-and-power-statistics
http://www.decc.gov.uk/publications/?scrape2_row=247,energy-price-statistics
http://www.decc.gov.uk/publications/?scrape2_row=248,energy-price-statistics
http://www.decc.gov.uk/publications/?scrape2_row=249,energy-price-statistics
http://www.decc.gov.uk/publications/?scrape2_row=250,energy-price-statistics
http://www.decc.gov.uk/publications/?scrape2_row=251,digest-of-uk-energy-statistics-dukes
http://www.decc.gov.uk/publications/?scrape2_row=252,digest-of-uk-energy-statistics-dukes
http://www.decc.gov.uk/publications/?scrape2_row=253,digest-of-uk-energy-statistics-dukes
http://www.decc.gov.uk/publications/?scrape2_row=254,energy-flow-charts
http://www.decc.gov.uk/publications/?scrape2_row=255,uk-energy-in-brief
http://www.decc.gov.uk/publications/?scrape2_row=256,uk-energy-sector-indicators
http://www.decc.gov.uk/publications/?scrape2_row=257,uk-energy-sector-indicators
http://www.decc.gov.uk/publications/?scrape2_row=258,energy-trends
http://www.decc.gov.uk/publications/?scrape2_row=259,energy-trends
http://www.decc.gov.uk/publications/?scrape2_row=260,energy-trends
http://www.decc.gov.uk/publications/?scrape2_row=261,energy-trends
http://www.decc.gov.uk/publications/?scrape2_row=262,energy-trends
http://www.decc.gov.uk/publications/?scrape2_row=263,quarterly-energy-prices
http://www.decc.gov.uk/publications/?scrape2_row=264,energy-trends-articles
http://www.decc.gov.uk/publications/?scrape2_row=265,energy-trends-articles
http://www.decc.gov.uk/publications/?scrape2_row=266,energy-trends-articles
http://www.decc.gov.uk/publications/?scrape2_row=267,energy-trends-articles
http://www.decc.gov.uk/publications/?scrape2_row=268,quarterly-energy-prices
http://www.decc.gov.uk/publications/?scrape2_row=269,quarterly-energy-prices
http://www.decc.gov.uk/publications/?scrape2_row=270,quarterly-energy-prices
http://www.decc.gov.uk/publications/?scrape2_row=271,quarterly-energy-prices
http://www.decc.gov.uk/publications/?scrape2_row=272,quarterly-energy-prices
http://www.decc.gov.uk/publications/?scrape2_row=273,energy-consumption-in-the-uk
http://www.decc.gov.uk/publications/?scrape2_row=274,energy-efficiency-statistics
http://www.decc.gov.uk/publications/?scrape2_row=275,energy-efficiency-statistics
http://www.decc.gov.uk/publications/?scrape2_row=276,energy-efficiency-statistics
http://www.decc.gov.uk/publications/?scrape2_row=277,energy-efficiency-statistics
http://www.decc.gov.uk/publications/?scrape2_row=278,energy-efficiency-statistics
http://www.decc.gov.uk/publications/?scrape2_row=279,estimates-of-home-insulation-levels-in-great-britain
http://www.decc.gov.uk/publications/?scrape2_row=280,national-energy-efficiency-data-need-framework
http://www.decc.gov.uk/publications/?scrape2_row=281,national-energy-efficiency-data-need-framework
http://www.decc.gov.uk/publications/?scrape2_row=282,national-energy-efficiency-data-need-framework
http://www.decc.gov.uk/publications/?scrape2_row=283,domestic-energy-fact-file-and-housing-surveys
http://www.decc.gov.uk/publications/?scrape2_row=284,domestic-energy-fact-file-and-housing-surveys
http://www.decc.gov.uk/publications/?scrape2_row=285,domestic-energy-fact-file-and-housing-surveys
http://www.decc.gov.uk/publications/?scrape2_row=286,domestic-energy-fact-file-and-housing-surveys
http://www.decc.gov.uk/publications/?scrape2_row=287,domestic-energy-fact-file-and-housing-surveys
http://www.decc.gov.uk/publications/?scrape2_row=288,domestic-energy-fact-file-and-housing-surveys
http://www.decc.gov.uk/publications/?scrape2_row=289,sub-national-energy-consumption
http://www.decc.gov.uk/publications/?scrape2_row=290,sub-national-gas-consumption-data
http://www.decc.gov.uk/publications/?scrape2_row=291,sub-national-gas-consumption-data
http://www.decc.gov.uk/publications/?scrape2_row=292,sub-national-electricity-consumption-data
http://www.decc.gov.uk/publications/?scrape2_row=293,mlsoa-and-llsoa-electricity-and-gas-estimates
http://www.decc.gov.uk/publications/?scrape2_row=294,road-transport-consumption-at-regional-and-local-level
http://www.decc.gov.uk/publications/?scrape2_row=295,road-transport-consumption-at-regional-and-local-level
http://www.decc.gov.uk/publications/?scrape2_row=296,road-transport-consumption-at-regional-and-local-level
http://www.decc.gov.uk/publications/?scrape2_row=297,sub-national-consumption-of-other-fuels
http://www.decc.gov.uk/publications/?scrape2_row=298,sub-national-consumption-of-other-fuels
http://www.decc.gov.uk/publications/?scrape2_row=299,total-final-energy-consumption-at-sub-national-level
http://www.decc.gov.uk/publications/?scrape2_row=300,high-level-indicators-of-energy-use-at-regional-and-local-authority-level
http://www.decc.gov.uk/publications/?scrape2_row=301,quality-indicators-of-energy-data-at-regional-and-local-authority-level
http://www.decc.gov.uk/publications/?scrape2_row=302,analytical-tools
http://www.decc.gov.uk/publications/?scrape2_row=303,analytical-tools
http://www.decc.gov.uk/publications/?scrape2_row=304,interactive-maps-trends-in-fuel-poverty-energy-use-and-energy-efficiency-measures
http://www.decc.gov.uk/publications/?scrape2_row=305,fuel-poverty-statistics
http://www.decc.gov.uk/publications/?scrape2_row=306,fuel-poverty-statistics
http://www.decc.gov.uk/publications/?scrape2_row=307,fuel-poverty-statistics
http://www.decc.gov.uk/publications/?scrape2_row=308,fuel-poverty-sub-regional-statistics
http://www.decc.gov.uk/publications/?scrape2_row=309,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=310,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=311,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=312,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=313,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=314,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=315,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=316,decc-statistics-governance
http://www.decc.gov.uk/publications/?scrape2_row=317,fuel-mix-disclosure-data-tables
http://www.decc.gov.uk/publications/?scrape2_row=318,fuel-mix-disclosure-data-tables
http://www.decc.gov.uk/publications/?scrape2_row=319,fuel-mix-disclosure-data-tables
http://www.decc.gov.uk/publications/?scrape2_row=320,renewable-heat-incentive-renewable-heat-premium-payment-statistics
http://www.decc.gov.uk/publications/?scrape2_row=321,radioactive-incident-monitoring
http://www.decc.gov.uk/publications/?scrape2_row=322,radioactive-incident-monitoring
http://www.decc.gov.uk/publications/?scrape2_row=323,radioactive-incident-monitoring
http://www.decc.gov.uk/publications/?scrape2_row=324,energy-bill
http://www.decc.gov.uk/publications/?scrape2_row=325,policy-papers
http://www.decc.gov.uk/publications/?scrape2_row=326,corporate-reports
http://www.decc.gov.uk/publications/?scrape2_row=327,
http://www.decc.gov.uk/publications/?scrape2_row=328,
http://www.decc.gov.uk/publications/?scrape2_row=329,
http://www.decc.gov.uk/publications/?scrape2_row=330,
http://www.decc.gov.uk/publications/?scrape2_row=331,
http://www.decc.gov.uk/publications/?scrape2_row=332,decc-senior-staff-datasets
http://www.decc.gov.uk/publications/?scrape2_row=333,decc-junior-staff-datasets
