old_slug,new_slug,locale
/world/organisations/department-for-international-trade-south-korea,/world/organisations/department-for-business-and-trade-south-korea,en
/world/organisations/department-for-international-trade-south-korea.ar,/world/organisations/department-for-business-and-trade-south-korea.ar,ar
/world/organisations/department-for-international-trade-south-korea.ko,/world/organisations/department-for-business-and-trade-south-korea.ko,ko
/world/organisations/department-for-international-trade-south-korea/about,/world/organisations/department-for-business-and-trade-south-korea/about,en
/world/organisations/department-for-international-trade-south-korea/about.ko,/world/organisations/department-for-business-and-trade-south-korea/about.ko,ko
/world/organisations/department-for-international-trade-south-korea/about/about,/world/organisations/department-for-business-and-trade-south-korea/about/about,en
/world/organisations/department-for-international-trade-south-korea/about/about.ko,/world/organisations/department-for-business-and-trade-south-korea/about/about.ko,ko
/world/organisations/department-for-international-trade-spain,/world/organisations/department-for-business-and-trade-spain,en
/world/organisations/department-for-international-trade-spain.es,/world/organisations/department-for-business-and-trade-spain.es,es
/world/organisations/department-for-international-trade-sri-lanka,/world/organisations/department-for-business-and-trade-sri-lanka,en
/world/organisations/department-for-international-trade-sweden,/world/organisations/department-for-business-and-trade-sweden,en
/world/organisations/department-for-international-trade-sweden-our-services,/world/organisations/department-for-business-and-trade-sweden-our-services,en
/world/organisations/department-for-international-trade-switzerland,/world/organisations/department-for-business-and-trade-switzerland,en
/world/organisations/department-for-international-trade-taiwan,/world/organisations/department-for-business-and-trade-taiwan,en
/world/organisations/department-for-international-trade-taiwan.zh-tw,/world/organisations/department-for-business-and-trade-taiwan.zh-tw,zh-tw
/world/organisations/department-for-international-trade-taiwan/about,/world/organisations/department-for-business-and-trade-taiwan/about,en
/world/organisations/department-for-international-trade-taiwan/about.zh-tw,/world/organisations/department-for-business-and-trade-taiwan/about.zh-tw,zh-tw
/world/organisations/department-for-international-trade-taiwan/about/about,/world/organisations/department-for-business-and-trade-taiwan/about/about,en
/world/organisations/department-for-international-trade-taiwan/about/about.zh-tw,/world/organisations/department-for-business-and-trade-taiwan/about/about.zh-tw,zh-tw
/world/organisations/department-for-international-trade-tanzania,/world/organisations/department-for-business-and-trade-tanzania,en
/world/organisations/department-for-international-trade-thailand,/world/organisations/department-for-business-and-trade-thailand,en
/world/organisations/department-for-international-trade-thailand.th,/world/organisations/department-for-business-and-trade-thailand.th,th
/world/organisations/department-for-international-trade-thailand/about,/world/organisations/department-for-business-and-trade-thailand/about,en
/world/organisations/department-for-international-trade-thailand/about.th,/world/organisations/department-for-business-and-trade-thailand/about.th,th
/world/organisations/department-for-international-trade-thailand/about/about,/world/organisations/department-for-business-and-trade-thailand/about/about,en
/world/organisations/department-for-international-trade-thailand/about/about.th,/world/organisations/department-for-business-and-trade-thailand/about/about.th,th
/world/organisations/department-for-international-trade-trinidad-and-tobago,/world/organisations/department-for-business-and-trade-trinidad-and-tobago,en
/world/organisations/department-for-international-trade-tunisia,/world/organisations/department-for-business-and-trade-tunisia,en
/world/organisations/department-for-international-trade-turkey,/world/organisations/department-for-business-and-trade-turkey,en
/world/organisations/department-for-international-trade-turkey/about,/world/organisations/department-for-business-and-trade-turkey/about,en
/world/organisations/department-for-international-trade-turkey/about/about,/world/organisations/department-for-business-and-trade-turkey/about/about,en
/world/organisations/department-for-international-trade-turkmenistan,/world/organisations/department-for-business-and-trade-turkmenistan,en
/world/organisations/department-for-international-trade-uganda,/world/organisations/department-for-business-and-trade-uganda,en
/world/organisations/department-for-international-trade-ukraine,/world/organisations/department-for-business-and-trade-ukraine,en
/world/organisations/department-for-international-trade-united-arab-emirates,/world/organisations/department-for-business-and-trade-united-arab-emirates,en
/world/organisations/department-for-international-trade-united-arab-emirates.ar,/world/organisations/department-for-business-and-trade-united-arab-emirates.ar,ar
/world/organisations/department-for-international-trade-united-arab-emirates/about,/world/organisations/department-for-business-and-trade-united-arab-emirates/about,en
/world/organisations/department-for-international-trade-united-arab-emirates/about.ar,/world/organisations/department-for-business-and-trade-united-arab-emirates/about.ar,ar
/world/organisations/department-for-international-trade-united-arab-emirates/about/about,/world/organisations/department-for-business-and-trade-united-arab-emirates/about/about,en
/world/organisations/department-for-international-trade-united-arab-emirates/about/about.ar,/world/organisations/department-for-business-and-trade-united-arab-emirates/about/about.ar,ar
/world/organisations/department-for-international-trade-uruguay,/world/organisations/department-for-business-and-trade-uruguay,en
/world/organisations/department-for-international-trade-venezuela,/world/organisations/department-for-business-and-trade-venezuela,en
/world/organisations/department-for-international-trade-vietnam,/world/organisations/department-for-business-and-trade-vietnam,en
/world/organisations/department-for-international-trade-vietnam/about,/world/organisations/department-for-business-and-trade-vietnam/about,en
/world/organisations/department-for-international-trade-vietnam/about/about,/world/organisations/department-for-business-and-trade-vietnam/about/about,en
/world/organisations/department-for-international-trade-zambia,/world/organisations/department-for-business-and-trade-zambia,en
